YearStart,YearEnd,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Age group,Stratification2,ClassID
2015,2015,Arizona,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,40.1,40.1,28.5,52.9,65 years or older,Hispanic,C01
2015,2015,Arizona,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,36.2,36.2,29.8,43.2,65 years or older,Overall,C06
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,,,,65 years or older,"Black, non-Hispanic",C01
2018,2018,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,25.4,25.4,14.4,40.6,50-64 years,Native Am/Alaskan Native,C01
2015,2015,Arizona,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,,,,50-64 years,Native Am/Alaskan Native,C06
2015,2015,Arizona,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,39.9,39.9,38.2,41.7,Overall,Overall,C01
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",40.4,40.4,37.3,43.7,Overall,Female,C01
2016,2016,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",53.4,53.4,41,65.4,50-64 years,Native Am/Alaskan Native,C01
2016,2016,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",41.6,41.6,39.6,43.7,65 years or older,"White, non-Hispanic",C01
2015,2015,Arizona,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,33.9,33.9,31.1,36.7,50-64 years,"White, non-Hispanic",C01
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,70.9,70.9,67.3,74.2,65 years or older,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,38.7,38.7,35.8,41.6,65 years or older,"White, non-Hispanic",C03
2018,2018,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,12.2,12.2,9.5,15.5,50-64 years,Female,C01
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,22.7,22.7,18.8,27.1,50-64 years,Male,C02
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,44.4,44.4,32.5,57,50-64 years,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",30.8,30.8,20.3,43.7,50-64 years,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,75.6,75.6,73.1,77.9,65 years or older,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,,,,Overall,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,,,,65 years or older,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,,,,50-64 years,"Black, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,20.1,20.1,16.4,24.3,50-64 years,Overall,C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,70.2,70.2,66.3,73.8,65 years or older,Female,C01
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,60,60,54.7,65,50-64 years,Female,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,35.9,35.9,25,48.4,50-64 years,Native Am/Alaskan Native,C02
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,72.3,72.3,67.3,76.9,50-64 years,"White, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",29.6,29.6,20.7,40.3,65 years or older,Hispanic,C02
2017,2017,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",22.9,22.9,14.4,34.4,Overall,Asian/Pacific Islander,C01
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",25.9,25.9,22.7,29.5,65 years or older,Female,C02
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,,,,50-64 years,"Black, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,24.7,24.7,21.3,28.4,50-64 years,"White, non-Hispanic",C02
2015,2015,Arizona,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,59.5,59.5,47.3,70.6,65 years or older,Hispanic,C01
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",64.8,64.8,53.1,75,65 years or older,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,64.1,64.1,50.5,75.8,Overall,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,,,,65 years or older,Asian/Pacific Islander,C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,68.9,68.9,66.2,71.5,65 years or older,Overall,C01
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",54,54,32.7,74,Overall,"Black, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,38.1,38.1,33,43.4,65 years or older,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",69.1,69.1,66.5,71.6,Overall,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,,,,50-64 years,Asian/Pacific Islander,C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,82.6,82.6,67.8,91.5,50-64 years,"Black, non-Hispanic",C01
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,59.3,59.3,52,66.3,Overall,Hispanic,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,27.4,27.4,22.8,32.5,50-64 years,Female,C02
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,,,,50-64 years,Asian/Pacific Islander,C02
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",34.6,34.6,30.8,38.7,50-64 years,"White, non-Hispanic",C02
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,70.2,70.2,54.3,82.4,50-64 years,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,61.9,61.9,56.9,66.7,50-64 years,Male,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,76.6,76.6,73.9,79,65 years or older,"White, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,,,,Overall,Asian/Pacific Islander,C02
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,54.8,54.8,45.4,63.9,50-64 years,Hispanic,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,29.8,29.8,27.2,32.6,65 years or older,Overall,C02
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,48.7,48.7,38.7,58.8,Overall,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,76.2,76.2,72.9,79.3,65 years or older,Female,C03
2017,2017,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",43.3,43.3,32.5,54.9,65 years or older,"Black, non-Hispanic",C01
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,,,,65 years or older,"Black, non-Hispanic",C01
2015,2015,Arizona,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,,,,50-64 years,Native Am/Alaskan Native,C01
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,33.9,33.9,30.2,37.9,65 years or older,Female,C02
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,,,,65 years or older,Asian/Pacific Islander,C03
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",36.2,36.2,33.9,38.6,Overall,"White, non-Hispanic",C01
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,36.1,36.1,32.5,40,65 years or older,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,72,72,61.8,80.3,Overall,Hispanic,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",32.6,32.6,21,46.9,Overall,"Black, non-Hispanic",C02
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,66.4,66.4,53.4,77.3,50-64 years,Native Am/Alaskan Native,C01
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,82.1,82.1,78.2,85.5,50-64 years,Female,C01
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,,,,50-64 years,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,29.8,29.8,27.7,32,Overall,"White, non-Hispanic",C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,50.4,50.4,33.4,67.3,65 years or older,Native Am/Alaskan Native,C01
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,,,,65 years or older,Asian/Pacific Islander,C02
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,,,,65 years or older,"Black, non-Hispanic",C02
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,71.6,71.6,54.9,83.9,Overall,"Black, non-Hispanic",C01
2015,2015,Arizona,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,51.4,51.4,48.6,54.2,65 years or older,Female,C01
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,,,,50-64 years,Asian/Pacific Islander,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",29.5,29.5,27.3,31.8,Overall,"White, non-Hispanic",C02
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,18.2,18.2,15.4,21.5,50-64 years,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,,,,Overall,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,38.8,38.8,33.3,44.6,65 years or older,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,34.6,34.6,24.8,45.9,65 years or older,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,,,,65 years or older,Native Am/Alaskan Native,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",30.8,30.8,27.7,34.1,Overall,Female,C02
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,,,,65 years or older,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,,,,Overall,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,74.7,74.7,70.9,78.2,65 years or older,Male,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,38.5,38.5,21.3,59.2,65 years or older,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",61,61,57.1,64.7,Overall,Male,C03
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,71.3,71.3,66.5,75.6,50-64 years,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,60.4,60.4,43.6,75,50-64 years,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,59.1,59.1,54.6,63.4,Overall,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,78.7,78.7,64.4,88.3,65 years or older,Hispanic,C03
2016,2016,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",30.9,30.9,28.3,33.7,50-64 years,"White, non-Hispanic",C01
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,68.3,68.3,56.8,77.9,Overall,Native Am/Alaskan Native,C03
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",44.9,44.9,34.6,55.7,65 years or older,Hispanic,C01
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,83.1,83.1,80.4,85.5,50-64 years,Overall,C01
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,25.1,25.1,21.6,28.9,65 years or older,Male,C02
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,,,,50-64 years,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,76.6,76.6,70.6,81.7,50-64 years,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,23.2,23.2,13.6,36.7,Overall,"Black, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,73.8,73.8,68,78.9,50-64 years,Overall,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",47.1,47.1,37.6,56.7,50-64 years,Hispanic,C02
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,,,,Overall,Asian/Pacific Islander,C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,76.1,76.1,73.3,78.6,Overall,Male,C01
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",37,37,33.4,40.7,50-64 years,Overall,C02
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",41.9,41.9,34.5,49.6,Overall,Hispanic,C02
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,70.7,70.7,68.4,73,Overall,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,,,,50-64 years,Asian/Pacific Islander,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",25.8,25.8,16,38.9,65 years or older,Native Am/Alaskan Native,C02
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",35.8,35.8,30.6,41.3,50-64 years,Female,C02
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,84.2,84.2,80.3,87.3,50-64 years,Male,C01
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,,,,65 years or older,Asian/Pacific Islander,C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,,,,Overall,"Black, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,68,68,64.8,71,Overall,Female,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",38.3,38.3,33.5,43.3,50-64 years,Male,C02
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,60.9,60.9,57.3,64.4,50-64 years,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",36.8,36.8,29.7,44.5,50-64 years,Male,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",75.6,75.6,72.9,78,65 years or older,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,63.3,63.3,49.1,75.5,Overall,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",67.4,67.4,51.3,80.3,65 years or older,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,23.2,23.2,13.6,36.7,Overall,"Black, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,,,,Overall,Asian/Pacific Islander,C02
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",39.9,39.9,37,42.8,65 years or older,"White, non-Hispanic",C01
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,67.4,67.4,63.5,71.1,65 years or older,Male,C01
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",40.7,40.7,38,43.5,65 years or older,Overall,C01
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,35.9,35.9,26.1,47.1,65 years or older,Hispanic,C02
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,59.9,59.9,55.5,64,Overall,Overall,C03
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",41.9,41.9,38.1,45.8,65 years or older,Female,C01
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",40.9,40.9,33.8,48.3,Overall,Hispanic,C01
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,56.4,56.4,39.2,72.2,65 years or older,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,,,,50-64 years,"Black, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",32.6,32.6,29.6,35.7,Overall,Male,C02
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,40.2,40.2,36.3,44.3,65 years or older,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,,,,65 years or older,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,70.9,70.9,67.9,73.8,Overall,"White, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,67.9,67.9,53.4,79.7,50-64 years,Native Am/Alaskan Native,C03
2016,2016,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",29.9,29.9,26.2,33.9,50-64 years,Male,C01
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,68,68,65.8,70.2,Overall,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",41.8,41.8,22.6,63.9,50-64 years,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,,,,50-64 years,"Black, non-Hispanic",C03
2017,2017,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",28.3,28.3,26.4,30.3,50-64 years,"White, non-Hispanic",C01
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,71.1,71.1,68.1,73.9,Overall,Overall,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",38.4,38.4,29.5,48.2,Overall,Native Am/Alaskan Native,C02
